provinceID, provinceName, loc, county, countyloc, duchy, duchyloc, kingdom, kingdomloc, region, terrain, type, X, Y, rgb, area (pixels), county area, duchy area, kingdom area

1, b_vestfirdir, Vestfirðir, c_vestisland, Vestrland, d_iceland, Iceland, k_norway, Norway world_europe_north, mountains, inhabitable, X:271, Y:3950, rgb(42, 3, 128), AREA: 4185, County Area: 13299, Duchy Area: 35255, Kingdom Area: 147219;
5519, b_yekaterinburg, Yekaterinburg, c_yekaterinburg, Yekaterinburg, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:3939, Y:3107, rgb(173, 156, 187), AREA: 3184, County Area: 12265, Duchy Area: 29656, Kingdom Area: 76986;
5520, b_alapaevsk, Alapaevsk, c_yekaterinburg, Yekaterinburg, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:3980, Y:3128, rgb(5, 159, 60), AREA: 3281, County Area: 12265, Duchy Area: 29656, Kingdom Area: 76986;
5521, b_irbit, Irbit, c_yekaterinburg, Yekaterinburg, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:4051, Y:3121, rgb(47, 162, 188), AREA: 2859, County Area: 12265, Duchy Area: 29656, Kingdom Area: 76986;
5522, b_kamychlov, Kamychlov, c_yekaterinburg, Yekaterinburg, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:3979, Y:3091, rgb(89, 165, 61), AREA: 2941, County Area: 12265, Duchy Area: 29656, Kingdom Area: 76986;
5523, b_iset, Iset, c_chadrinsk, Chadrinsk, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:4052, Y:3082, rgb(131, 168, 189), AREA: 3042, County Area: 8706, Duchy Area: 29656, Kingdom Area: 76986;
5524, b_silach, Silach, c_chelabinsk, Chelabinsk, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:3939, Y:3046, rgb(173, 171, 62), AREA: 3165, County Area: 8685, Duchy Area: 29656, Kingdom Area: 76986;
5525, b_chadrinsk, Chadrinsk, c_chadrinsk, Chadrinsk, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:4018, Y:3036, rgb(5, 174, 190), AREA: 2982, County Area: 8706, Duchy Area: 29656, Kingdom Area: 76986;
5526, b_chelabinsk, Chelabinsk, c_chelabinsk, Chelabinsk, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:3934, Y:2998, rgb(47, 177, 63), AREA: 3163, County Area: 8685, Duchy Area: 29656, Kingdom Area: 76986;
5527, b_troizk, Troizk, c_chelabinsk, Chelabinsk, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:3937, Y:2960, rgb(89, 180, 191), AREA: 2357, County Area: 8685, Duchy Area: 29656, Kingdom Area: 76986;
5528, b_baklanska, Baklanska, c_chadrinsk, Chadrinsk, d_vogulia, Vogulia, k_bashkiria, Bashkiria world_steppe_west, hills, inhabitable, X:4015, Y:2991, rgb(131, 183, 64), AREA: 2682, County Area: 8706, Duchy Area: 29656, Kingdom Area: 76986;
5529, b_adramyttium, Adramyttium, c_aeolis, Aeolis, d_ephese, Ephesos, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2500, Y:1827, rgb(173, 186, 192), AREA: 729, County Area: 2673, Duchy Area: 7734, Kingdom Area: 59778;
5530, b_pergamon, Pergamon, c_aeolis, Aeolis, d_ephese, Ephesos, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2512, Y:1818, rgb(5, 189, 65), AREA: 741, County Area: 2673, Duchy Area: 7734, Kingdom Area: 59778;
5531, b_phocaea, Phocaea, c_aeolis, Aeolis, d_ephese, Ephesos, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2505, Y:1788, rgb(47, 192, 193), AREA: 1203, County Area: 2673, Duchy Area: 7734, Kingdom Area: 59778;
5532, b_lebedos, Lebedos, c_ionia, Ionia, d_ephese, Ephesos, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2510, Y:1749, rgb(89, 195, 66), AREA: 1122, County Area: 5061, Duchy Area: 7734, Kingdom Area: 59778;
5533, b_miletus, Miletus, c_ionia, Ionia, d_ephese, Ephesos, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2543, Y:1707, rgb(131, 198, 194), AREA: 586, County Area: 5061, Duchy Area: 7734, Kingdom Area: 59778;
5534, b_iassus, Iassus, c_ionia, Ionia, d_ephese, Ephesos, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2549, Y:1684, rgb(173, 201, 67), AREA: 866, County Area: 5061, Duchy Area: 7734, Kingdom Area: 59778;
5535, b_attalia, Attalia, c_thyatira, Thyatira, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2547, Y:1835, rgb(5, 204, 195), AREA: 946, County Area: 3294, Duchy Area: 13736, Kingdom Area: 59778;
5536, b_hadrianeia, Hadrianeia, c_hadrianeia, Hadrianeia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2581, Y:1838, rgb(47, 207, 68), AREA: 510, County Area: 2064, Duchy Area: 13736, Kingdom Area: 59778;
5537, b_cybele, Cybele, c_hadrianeia, Hadrianeia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2618, Y:1827, rgb(89, 210, 196), AREA: 378, County Area: 2064, Duchy Area: 13736, Kingdom Area: 59778;
5538, b_synaos, Synaos, c_thyatira, Thyatira, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2588, Y:1819, rgb(131, 0, 69), AREA: 555, County Area: 3294, Duchy Area: 13736, Kingdom Area: 59778;
5539, b_thyatira, Thyatira, c_thyatira, Thyatira, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2558, Y:1813, rgb(173, 3, 197), AREA: 1017, County Area: 3294, Duchy Area: 13736, Kingdom Area: 59778;
5540, b_tabala, Tabala, c_thyatira, Thyatira, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2560, Y:1784, rgb(5, 6, 70), AREA: 776, County Area: 3294, Duchy Area: 13736, Kingdom Area: 59778;
5541, b_cadi, Cado, c_hadrianeia, Hadrianeia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2607, Y:1799, rgb(47, 9, 198), AREA: 1176, County Area: 2064, Duchy Area: 13736, Kingdom Area: 59778;
5542, b_akrainos, Akrainos, c_lydia, Lydia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2634, Y:1789, rgb(89, 12, 71), AREA: 783, County Area: 5301, Duchy Area: 13736, Kingdom Area: 59778;
5543, b_bagis, Bagis, c_lydia, Lydia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2617, Y:1769, rgb(131, 15, 199), AREA: 793, County Area: 5301, Duchy Area: 13736, Kingdom Area: 59778;
5544, b_silandos, Silandos, c_lydia, Lydia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2589, Y:1773, rgb(173, 18, 72), AREA: 619, County Area: 5301, Duchy Area: 13736, Kingdom Area: 59778;
5545, b_sardes, Sardes, c_lydia, Lydia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2578, Y:1760, rgb(5, 21, 200), AREA: 1216, County Area: 5301, Duchy Area: 13736, Kingdom Area: 59778;
5546, b_philadelphia, Philadelphia, c_lydia, Lydia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2590, Y:1741, rgb(47, 24, 73), AREA: 1197, County Area: 5301, Duchy Area: 13736, Kingdom Area: 59778;
5547, b_mylasa, Mylasa, c_chonae, Chonae, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2583, Y:1704, rgb(89, 27, 201), AREA: 842, County Area: 3077, Duchy Area: 13736, Kingdom Area: 59778;
5548, b_chonae, Chonae, c_chonae, Chonae, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2622, Y:1737, rgb(131, 30, 74), AREA: 753, County Area: 3077, Duchy Area: 13736, Kingdom Area: 59778;
5549, b_apamea, Apamea, c_chonae, Chonae, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2650, Y:1744, rgb(173, 33, 202), AREA: 618, County Area: 3077, Duchy Area: 13736, Kingdom Area: 59778;
5550, b_sebaste, Sebaste, c_lydia, Lydia, d_thracesia, Thracesia, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2652, Y:1772, rgb(5, 36, 75), AREA: 693, County Area: 5301, Duchy Area: 13736, Kingdom Area: 59778;
5551, b_poimanenon, Poimanenon, c_mysia, Mysia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2522, Y:1868, rgb(47, 39, 203), AREA: 981, County Area: 3716, Duchy Area: 16089, Kingdom Area: 59778;
5552, b_miletopolis, Miletopolis, c_mysia, Mysia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2542, Y:1853, rgb(89, 42, 76), AREA: 1170, County Area: 3716, Duchy Area: 16089, Kingdom Area: 59778;
5553, b_appollonia, Appollonia, c_mysia, Mysia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2581, Y:1859, rgb(131, 45, 204), AREA: 907, County Area: 3716, Duchy Area: 16089, Kingdom Area: 59778;
5554, b_apemea, Apemea, c_nikaea, Nikaea, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2598, Y:1900, rgb(173, 48, 77), AREA: 638, County Area: 2437, Duchy Area: 16089, Kingdom Area: 59778;
5555, b_helge, Helge, c_prusa, Prusa, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2604, Y:1866, rgb(5, 51, 205), AREA: 636, County Area: 4357, Duchy Area: 16089, Kingdom Area: 59778;
5556, b_hadrianoi, Hadrianoi, c_mysia, Mysia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2614, Y:1842, rgb(47, 54, 78), AREA: 658, County Area: 3716, Duchy Area: 16089, Kingdom Area: 59778;
5557, b_catyaeum, Catyaeum, c_prusa, Prusa, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2629, Y:1844, rgb(89, 57, 206), AREA: 711, County Area: 4357, Duchy Area: 16089, Kingdom Area: 59778;
5558, b_katyaion, Katyaion, c_prusa, Prusa, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2657, Y:1838, rgb(131, 60, 79), AREA: 1197, County Area: 4357, Duchy Area: 16089, Kingdom Area: 59778;
5559, b_dabla, Dable, c_prusa, Prusa, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2654, Y:1886, rgb(173, 63, 207), AREA: 1241, County Area: 4357, Duchy Area: 16089, Kingdom Area: 59778;
5560, b_soegud, Soegud, c_phrygia, Phrygia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2697, Y:1886, rgb(5, 66, 80), AREA: 880, County Area: 5579, Duchy Area: 16089, Kingdom Area: 59778;
5561, b_gordium, Gordium, c_phrygia, Phrygia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2734, Y:1884, rgb(47, 69, 208), AREA: 1138, County Area: 5579, Duchy Area: 16089, Kingdom Area: 59778;
5562, b_midaeum_OPSI, Midaeum, c_phrygia, Phrygia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2720, Y:1870, rgb(89, 72, 81), AREA: 733, County Area: 5579, Duchy Area: 16089, Kingdom Area: 59778;
5563, b_pessinus, Pessinus, c_phrygia, Phrygia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2735, Y:1849, rgb(131, 75, 209), AREA: 845, County Area: 5579, Duchy Area: 16089, Kingdom Area: 59778;
5564, b_oka, Oka, c_phrygia, Phrygia, d_opsikion, Opsikion, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2680, Y:1904, rgb(173, 78, 82), AREA: 924, County Area: 5579, Duchy Area: 16089, Kingdom Area: 59778;
5565, b_chalcedon, Chalcedon, c_bithynia, Bithynia, d_optimatoi, Optimatoi, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2626, Y:1954, rgb(5, 81, 210), AREA: 1292, County Area: 3677, Duchy Area: 6217, Kingdom Area: 59778;
5566, b_chelai, Chelai, c_bithynia, Bithynia, d_optimatoi, Optimatoi, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2657, Y:1951, rgb(47, 84, 83), AREA: 1037, County Area: 3677, Duchy Area: 6217, Kingdom Area: 59778;
5567, b_prusias_ad_hypium, undefined, c_tarsos, Tarsos, d_optimatoi, Optimatoi, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2691, Y:1947, rgb(89, 87, 211), AREA: 939, County Area: 2540, Duchy Area: 6217, Kingdom Area: 59778;
5568, b_modra, Modra, c_tarsos, Tarsos, d_optimatoi, Optimatoi, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2704, Y:1922, rgb(131, 90, 84), AREA: 863, County Area: 2540, Duchy Area: 6217, Kingdom Area: 59778;
5569, b_tarsos, Tarsos, c_tarsos, Tarsos, d_optimatoi, Optimatoi, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2685, Y:1922, rgb(173, 93, 212), AREA: 738, County Area: 2540, Duchy Area: 6217, Kingdom Area: 59778;
5570, b_crius, Crius, c_bithynia, Bithynia, d_optimatoi, Optimatoi, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2597, Y:1924, rgb(5, 96, 85), AREA: 572, County Area: 3677, Duchy Area: 6217, Kingdom Area: 59778;
5571, b_claudiopolis, Claudiopolis, c_honorias, Honorias, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, plains, inhabitable, X:2725, Y:1949, rgb(47, 99, 213), AREA: 1098, County Area: 4479, Duchy Area: 16002, Kingdom Area: 59778;
5572, b_boli, Boli, c_honorias, Honorias, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, mountains, inhabitable, X:2742, Y:1941, rgb(89, 102, 86), AREA: 1169, County Area: 4479, Duchy Area: 16002, Kingdom Area: 59778;
5573, b_cratea, Cratea, c_honorias, Honorias, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2772, Y:1970, rgb(131, 105, 214), AREA: 1084, County Area: 4479, Duchy Area: 16002, Kingdom Area: 59778;
5574, b_hadrianopolis, Hadrianopolis, c_hadrianopolis, Hadrianopolis, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, mountains, inhabitable, X:2795, Y:1943, rgb(173, 108, 87), AREA: 969, County Area: 3990, Duchy Area: 16002, Kingdom Area: 59778;
5575, b_krateia, Krateia, c_hadrianopolis, Hadrianopolis, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, mountains, inhabitable, X:2774, Y:1920, rgb(5, 111, 215), AREA: 1194, County Area: 3990, Duchy Area: 16002, Kingdom Area: 59778;
5576, b_iuliopolis, Iuliopolis, c_hadrianopolis, Hadrianopolis, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2742, Y:1906, rgb(47, 114, 88), AREA: 944, County Area: 3990, Duchy Area: 16002, Kingdom Area: 59778;
5577, b_lagania, Lagania, c_hadrianopolis, Hadrianopolis, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2789, Y:1901, rgb(89, 117, 216), AREA: 883, County Area: 3990, Duchy Area: 16002, Kingdom Area: 59778;
5578, b_vindia, Vindia, c_galatia, Galatia, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2787, Y:1872, rgb(131, 120, 89), AREA: 1255, County Area: 7533, Duchy Area: 16002, Kingdom Area: 59778;
5579, b_papira, Papira, c_galatia, Galatia, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2818, Y:1877, rgb(173, 123, 217), AREA: 1074, County Area: 7533, Duchy Area: 16002, Kingdom Area: 59778;
5580, b_gangra, Gangra, c_galatia, Galatia, d_bucellaria, Bucellaria, k_nikaea, Nikaea world_asia_minor, hills, inhabitable, X:2822, Y:1942, rgb(5, 126, 90), AREA: 1353, County Area: 7533, Duchy Area: 16002, Kingdom Area: 59778;
5581, b_amastris, Amastris, c_paphlagonia, Paphlagonia, d_paphlagonia, Paphlagonia, k_pontus, Pontus world_asia_minor, plains, inhabitable, X:2759, Y:2006, rgb(47, 129, 218), AREA: 1124, County Area: 4787, Duchy Area: 9246, Kingdom Area: 53138;
5582, b_aigialos, Aigialos, c_paphlagonia, Paphlagonia, d_paphlagonia, Paphlagonia, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2792, Y:2005, rgb(89, 132, 91), AREA: 1170, County Area: 4787, Duchy Area: 9246, Kingdom Area: 53138;
5583, b_ionopolis, Ionopolis, c_paphlagonia, Paphlagonia, d_paphlagonia, Paphlagonia, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2830, Y:2019, rgb(131, 135, 219), AREA: 1720, County Area: 4787, Duchy Area: 9246, Kingdom Area: 53138;
5584, b_pompeiopolis, Pompeiopolis, c_pompeiopolis, Pompeiopolis, d_paphlagonia, Paphlagonia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:2860, Y:1999, rgb(173, 138, 92), AREA: 1130, County Area: 4459, Duchy Area: 9246, Kingdom Area: 53138;
5585, b_castamon, Castamon, c_pompeiopolis, Pompeiopolis, d_paphlagonia, Paphlagonia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:2833, Y:1988, rgb(5, 141, 220), AREA: 1301, County Area: 4459, Duchy Area: 9246, Kingdom Area: 53138;
5586, b_kandara, Kandara, c_pompeiopolis, Pompeiopolis, d_paphlagonia, Paphlagonia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:2846, Y:1959, rgb(47, 144, 93), AREA: 847, County Area: 4459, Duchy Area: 9246, Kingdom Area: 53138;
5587, b_ziporea, Ziporea, c_pompeiopolis, Pompeiopolis, d_paphlagonia, Paphlagonia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:2805, Y:1973, rgb(89, 147, 221), AREA: 1181, County Area: 4459, Duchy Area: 9246, Kingdom Area: 53138;
5588, b_zagora, Zagora, c_sinope, Sinope, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, plains, inhabitable, X:2923, Y:2011, rgb(131, 150, 94), AREA: 837, County Area: 2502, Duchy Area: 14511, Kingdom Area: 53138;
5589, b_gadilon, Gadilon, c_helenopontus, Helenopontus, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, plains, inhabitable, X:2939, Y:1998, rgb(173, 153, 222), AREA: 928, County Area: 5291, Duchy Area: 14511, Kingdom Area: 53138;
5590, b_amaseia, Amaseia, c_helenopontus, Helenopontus, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2938, Y:1963, rgb(5, 156, 95), AREA: 1064, County Area: 5291, Duchy Area: 14511, Kingdom Area: 53138;
5591, b_magnopolis, Magnopolis, c_helenopontus, Helenopontus, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2914, Y:1979, rgb(47, 159, 223), AREA: 1225, County Area: 5291, Duchy Area: 14511, Kingdom Area: 53138;
5592, b_andrapa, Andrapa, c_sinope, Sinope, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2889, Y:2003, rgb(89, 162, 96), AREA: 538, County Area: 2502, Duchy Area: 14511, Kingdom Area: 53138;
5593, b_pimolisa, Pimolisa, c_euchaita, Euchaita, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2879, Y:1965, rgb(131, 165, 224), AREA: 1107, County Area: 3076, Duchy Area: 14511, Kingdom Area: 53138;
5594, b_euchaita, Euchaita, c_euchaita, Euchaita, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2897, Y:1939, rgb(173, 168, 97), AREA: 808, County Area: 3076, Duchy Area: 14511, Kingdom Area: 53138;
5595, b_carissa, Carissa, c_helenopontus, Helenopontus, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2916, Y:1938, rgb(5, 171, 225), AREA: 1027, County Area: 5291, Duchy Area: 14511, Kingdom Area: 53138;
5596, b_pteria, Pteria, c_euchaita, Euchaita, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2924, Y:1909, rgb(47, 174, 98), AREA: 1161, County Area: 3076, Duchy Area: 14511, Kingdom Area: 53138;
5597, b_zela, Zela, c_zela, Zela, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2944, Y:1922, rgb(89, 177, 226), AREA: 1217, County Area: 3642, Duchy Area: 14511, Kingdom Area: 53138;
5598, b_comana_pontica, Comana Pontica, c_zela, Zela, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2957, Y:1958, rgb(131, 180, 99), AREA: 1210, County Area: 3642, Duchy Area: 14511, Kingdom Area: 53138;
5599, b_sebastopolis, Sebastopolis, c_sebasteia, Sebasteia, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:2984, Y:1911, rgb(173, 183, 227), AREA: 1131, County Area: 4365, Duchy Area: 11009, Kingdom Area: 53138;
5600, b_agranai, Agranai, c_zela, Zela, d_armeniac, Armeniac, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:2964, Y:1894, rgb(5, 186, 0), AREA: 1215, County Area: 3642, Duchy Area: 14511, Kingdom Area: 53138;
5601, b_pedachtoe, Pedachtoe, c_sebasteia, Sebasteia, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:3022, Y:1916, rgb(47, 189, 128), AREA: 867, County Area: 4365, Duchy Area: 11009, Kingdom Area: 53138;
5602, b_sebasteia, Sebasteia, c_sebasteia, Sebasteia, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:3029, Y:1886, rgb(89, 192, 1), AREA: 1286, County Area: 4365, Duchy Area: 11009, Kingdom Area: 53138;
5603, b_malandra, Malandra, c_sebasteia, Sebasteia, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:2997, Y:1871, rgb(131, 195, 129), AREA: 1081, County Area: 4365, Duchy Area: 11009, Kingdom Area: 53138;
5604, b_karnalis, Karnalis, c_azysia, Azysia, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:3002, Y:1839, rgb(173, 198, 2), AREA: 986, County Area: 4192, Duchy Area: 11009, Kingdom Area: 53138;
5605, b_euspena, Euspena, c_azysia, Azysia, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:3047, Y:1859, rgb(5, 201, 130), AREA: 974, County Area: 4192, Duchy Area: 11009, Kingdom Area: 53138;
5606, b_gauraina, Gauraina, c_azysia, Azysia, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:3031, Y:1838, rgb(47, 204, 3), AREA: 746, County Area: 4192, Duchy Area: 11009, Kingdom Area: 53138;
5607, b_dalanda, Dalanda, c_ablastha, Ablastha, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, hills, inhabitable, X:3064, Y:1819, rgb(89, 207, 131), AREA: 947, County Area: 2452, Duchy Area: 11009, Kingdom Area: 53138;
5608, b_osdara, Osdara, c_ablastha, Ablastha, d_sebasteia, Sebasteia, k_pontus, Pontus world_asia_minor, mountains, inhabitable, X:3038, Y:1802, rgb(131, 210, 4), AREA: 793, County Area: 2452, Duchy Area: 11009, Kingdom Area: 53138;
